Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients_with_Concentration,Effects
37-45,Normal,Normal to Oily,Yes,Acne,Fungal,Salicylic Acid 2% + Niacinamide 5% + Azelaic Acid 10%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Acne,Cystic,Benzoyl Peroxide 2.5% + Niacinamide 5% + Azelaic Acid 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Pigmented,Caffeine 3% + Licorice Extract 2% + Niacinamide 5%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Vascular,Vitamin C 10% + Caffeine 3% + Hyaluronic Acid 1%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,Yes,Dark Spots,General,Licorice Extract 2% + Kojic Acid 1% + Alpha Arbutin 2%,"Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
37-45,Normal,Normal to Oily,Yes,Dullness,General,Vitamin C 10% + Lactic Acid + Green Tea Extract 3%,"Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Hyperpigmentation,General,Niacinamide 5% + Alpha Arbutin 2% + Licorice Extract 2%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Oily,Yes,Open Pores,General,Clay + Niacinamide 5% + Green Tea Extract 3%,"Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Redness,General,Green Tea Extract 3% + Centella Asiatica + Chamomile Extract,"Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier, Calms redness and irritation"
37-45,Normal,Normal to Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin 2% + Vitamin C 10%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Oily,Yes,Whiteheads / Blackheads,General,Salicylic Acid 2% + Willow Bark Extract + Niacinamide 5%,"Unclogs pores and removes excess oil, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Wrinkles,General,Retinol 0.1% + Niacinamide 5% + Hyaluronic Acid 1%,"Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,No,Acne,Comedonal,Azelaic Acid 10% + Niacinamide 5% + Benzoyl Peroxide 2.5%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
37-45,Normal,Normal to Oily,No,Acne,Inflammatory,Niacinamide 5% + Green Tea Extract 3% + Zinc PCA,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Normal,Normal to Oily,No,Acne,Fungal,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Azelaic Acid 10%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,No,Acne,Cystic,Azelaic Acid 10% + Zinc PCA + Salicylic Acid 2%,"Reduces acne and improves skin texture, Controls sebum production, Unclogs pores and removes excess oil"
37-45,Normal,Normal to Oily,No,Dark Circles,Pigmented,Vitamin C 10% + Caffeine 3% + Licorice Extract 2%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Oily,No,Dark Circles,Vascular,Licorice Extract 2% + Caffeine 3% + Caffeine 3%,"Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
37-45,Normal,Normal to Oily,No,Dark Spots,General,Kojic Acid 1% + Licorice Extract 2% + Vitamin C 10%,"Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Oily,No,Dullness,General,Niacinamide 5% + Hyaluronic Acid 1% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,No,Hyperpigmentation,General,Vitamin C 10% + Tranexamic Acid 2% + Alpha Arbutin 2%,"Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots"
37-45,Normal,Normal to Oily,No,Open Pores,General,Salicylic Acid 2% + Clay + Azelaic Acid 10%,"Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,No,Redness,General,Green Tea Extract 3% + Chamomile Extract + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Sun Tan,General,Alpha Arbutin 2% + Licorice Extract 2% + Niacinamide 5%,"Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Whiteheads / Blackheads,General,Salicylic Acid 2% + Glycolic Acid + Niacinamide 5%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Wrinkles,General,Niacinamide 5% + Peptides + Coenzyme Q10,"Reduces inflammation and regulates sebum, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
37-45,Dry,Dry to Normal,Yes,Acne,Comedonal,Salicylic Acid 2% + Niacinamide 5% + Green Tea Extract 3%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Dry to Normal,Yes,Acne,Inflammatory,Niacinamide 5% + Green Tea Extract 3% + Zinc PCA,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Dry,Dry to Normal,Yes,Acne,Fungal,Green Tea Extract 3% + Zinc PCA + Benzoyl Peroxide 2.5%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Kills acne-causing bacteria"
37-45,Dry,Dry to Normal,Yes,Acne,Cystic,Benzoyl Peroxide 2.5% + Niacinamide 5% + Salicylic Acid 2%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
37-45,Dry,Dry to Normal,Yes,Dark Circles,Pigmented,Caffeine 3% + Hyaluronic Acid 1% + Licorice Extract 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dark Circles,Vascular,Caffeine 3% + Niacinamide 5% + Licorice Extract 2%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dark Spots,General,Alpha Arbutin 2% + Vitamin C 10% + Licorice Extract 2%,"Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dullness,General,Niacinamide 5% + Vitamin C 10% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Dry to Normal,Yes,Hyperpigmentation,General,Tranexamic Acid 2% + Licorice Extract 2% + Niacinamide 5%,"Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Open Pores,General,Clay + Green Tea Extract 3% + Niacinamide 5%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Redness,General,Green Tea Extract 3% + Niacinamide 5% + Centella Asiatica,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier"
37-45,Dry,Dry to Normal,Yes,Sun Tan,General,Aloe Vera + Licorice Extract 2% + Alpha Arbutin 2%,"Soothes and hydrates irritated skin, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
37-45,Dry,Dry to Normal,Yes,Whiteheads / Blackheads,General,Salicylic Acid 2% + Zinc PCA + Niacinamide 5%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Wrinkles,General,Niacinamide 5% + Coenzyme Q10 + Hyaluronic Acid 1%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin"
37-45,Dry,Dry to Normal,No,Acne,Comedonal,Zinc PCA + Benzoyl Peroxide 2.5% + Green Tea Extract 3%,"Controls sebum production, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Dry to Normal,No,Acne,Inflammatory,Niacinamide 5% + Benzoyl Peroxide 2.5% + Zinc PCA,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Controls sebum production"
37-45,Dry,Dry to Normal,No,Acne,Fungal,Zinc PCA + Salicylic Acid 2% + Azelaic Acid 10%,"Controls sebum production, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
37-45,Dry,Dry to Normal,No,Acne,Cystic,Zinc PCA + Azelaic Acid 10% + Benzoyl Peroxide 2.5%,"Controls sebum production, Reduces acne and improves skin texture, Kills acne-causing bacteria"
37-45,Dry,Dry to Normal,No,Dark Circles,Pigmented,Licorice Extract 2% + Caffeine 3% + Vitamin C 10%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation"
37-45,Dry,Dry to Normal,No,Dark Circles,Vascular,Hyaluronic Acid 1% + Vitamin C 10% + Caffeine 3%,"Hydrates and plumps the skin, Brightens skin and reduces pigmentation, Improves blood circulation under eyes"
37-45,Dry,Dry to Normal,No,Dark Spots,General,Licorice Extract 2% + Kojic Acid 1% + Alpha Arbutin 2%,"Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
37-45,Dry,Dry to Normal,No,Dullness,General,Vitamin C 10% + Hyaluronic Acid 1% + Lactic Acid,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Gently exfoliates and improves skin radiance"
37-45,Dry,Dry to Normal,No,Hyperpigmentation,General,Vitamin C 10% + Licorice Extract 2% + Tranexamic Acid 2%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces melanin production and pigmentation"
37-45,Dry,Dry to Normal,No,Open Pores,General,Niacinamide 5% + Green Tea Extract 3% + Azelaic Acid 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Dry,Dry to Normal,No,Redness,General,Chamomile Extract + Niacinamide 5% + Centella Asiatica,"Calms redness and irritation, Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier"
37-45,Dry,Dry to Normal,No,Sun Tan,General,Aloe Vera + Licorice Extract 2% + Vitamin C 10%,"Soothes and hydrates irritated skin, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
37-45,Dry,Dry to Normal,No,Whiteheads / Blackheads,General,Salicylic Acid 2% + Niacinamide 5% + Zinc PCA,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Controls sebum production"
37-45,Dry,Dry to Normal,No,Wrinkles,General,Coenzyme Q10 + Retinol 0.1% + Hyaluronic Acid 1%,"Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin"
37-45,Dry,Extreme Dry,Yes,Acne,Comedonal,Azelaic Acid 10% + Niacinamide 5% + Green Tea Extract 3%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Extreme Dry,Yes,Acne,Inflammatory,Benzoyl Peroxide 2.5% + Niacinamide 5% + Salicylic Acid 2%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
37-45,Dry,Extreme Dry,Yes,Acne,Fungal,Benzoyl Peroxide 2.5% + Salicylic Acid 2% + Niacinamide 5%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
37-45,Dry,Extreme Dry,Yes,Acne,Cystic,Azelaic Acid 10% + Niacinamide 5% + Zinc PCA,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Controls sebum production"
37-45,Dry,Extreme Dry,Yes,Dark Circles,Pigmented,Vitamin C 10% + Hyaluronic Acid 1% + Caffeine 3%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
37-45,Dry,Extreme Dry,Yes,Dark Circles,Vascular,Hyaluronic Acid 1% + Caffeine 3% + Niacinamide 5%,"Hydrates and plumps the skin, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum"
37-45,Dry,Extreme Dry,Yes,Dark Spots,General,Kojic Acid 1% + Alpha Arbutin 2% + Vitamin C 10%,"Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
37-45,Dry,Extreme Dry,Yes,Dullness,General,Hyaluronic Acid 1% + Vitamin C 10% + Green Tea Extract 3%,"Hydrates and plumps the skin, Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Extreme Dry,Yes,Hyperpigmentation,General,Tranexamic Acid 2% + Niacinamide 5% + Alpha Arbutin 2%,"Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
37-45,Dry,Extreme Dry,Yes,Open Pores,General,Niacinamide 5% + Green Tea Extract 3% + Azelaic Acid 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Dry,Extreme Dry,Yes,Redness,General,Centella Asiatica + Niacinamide 5% + Aloe Vera,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
37-45,Dry,Extreme Dry,Yes,Sun Tan,General,Licorice Extract 2% + Vitamin C 10% + Niacinamide 5%,"Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
37-45,Dry,Extreme Dry,Yes,Whiteheads / Blackheads,General,Glycolic Acid + Salicylic Acid 2% + Niacinamide 5%,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
37-45,Dry,Extreme Dry,Yes,Wrinkles,General,Coenzyme Q10 + Hyaluronic Acid 1% + Peptides,"Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin, Improves skin elasticity and firmness"
37-45,Dry,Extreme Dry,No,Acne,Comedonal,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Salicylic Acid 2%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
37-45,Dry,Extreme Dry,No,Acne,Inflammatory,Azelaic Acid 10% + Salicylic Acid 2% + Benzoyl Peroxide 2.5%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
37-45,Dry,Extreme Dry,No,Acne,Fungal,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Zinc PCA,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Dry,Extreme Dry,No,Acne,Cystic,Azelaic Acid 10% + Benzoyl Peroxide 2.5% + Green Tea Extract 3%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Extreme Dry,No,Dark Circles,Pigmented,Caffeine 3% + Vitamin C 10% + Niacinamide 5%,"Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
37-45,Dry,Extreme Dry,No,Dark Circles,Vascular,Caffeine 3% + Niacinamide 5% + Caffeine 3%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Improves blood circulation under eyes"
37-45,Dry,Extreme Dry,No,Dark Spots,General,Niacinamide 5% + Alpha Arbutin 2% + Licorice Extract 2%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
37-45,Dry,Extreme Dry,No,Dullness,General,Green Tea Extract 3% + Hyaluronic Acid 1% + Vitamin C 10%,"Provides antioxidant and anti-inflammatory benefits, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
37-45,Dry,Extreme Dry,No,Hyperpigmentation,General,Vitamin C 10% + Tranexamic Acid 2% + Alpha Arbutin 2%,"Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots"
